id,type,timingData.startTimeInNanos,timingData.endTimeInNanos,timingData.responseTime,timingData.processingTime,timingData.selfTime,timingData.suspensionTime,timingData.cpuTime,timingData.waitTime,timingData.diskIOTime,timingData.networkIOTime,timingData.syncTime,timingData.totalExecutionTime,purePathsData.infoData.serviceId,purePathsData.infoData.serviceName,purePathsData.infoData.dimension,purePathsData.infoData.callURI,purePathsData.infoData.traceIdHex,purePathsData.infoData.callStartTime,purePathsData.infoData.multiplicity,purePathsData.infoData.failed,purePathsData.infoData.serviceType,purePathsData.infoData.technologyType,purePathsData.infoData.callFlawBits,purePathsData.infoData.anyFlaws,purePathsData.infoData.external,purePathsData.infoData.autoSensorDataExists,purePathsData.infoData.pgName,purePathsData.infoData.pgiName,purePathsData.infoData.pgiId,purePathsData.infoData.serverEntryPoint,purePathsData.timingData.startTimeInNanos,purePathsData.timingData.endTimeInNanos,purePathsData.timingData.responseTime,purePathsData.timingData.processingTime,purePathsData.timingData.selfTime,purePathsData.timingData.suspensionTime,purePathsData.timingData.cpuTime,purePathsData.timingData.waitTime,purePathsData.timingData.diskIOTime,purePathsData.timingData.networkIOTime,purePathsData.timingData.syncTime,purePathsData.databaseData.sqlFetchesPerExecution,purePathsData.databaseData.sqlRowsReturnedPerExecution,purePathsData.childCallsData.callsToDatabases,purePathsData.childCallsData.callsToServices,purePathsData.childCallsData.timeSpentInCallsToDatabases,purePathsData.childCallsData.timeSpentInCallsToServices,purePathsData.requestData.httpCode,purePathsData.requestData.httpCodeValid,purePathsData.requestAttributesData.requestAttributesCount,purePathsData.type,traceData
13026409Z1X24X0X1531317323X20260602104849Y0Y0.session,PurePath,1780411024307085000,1780411024638675000,331590,331590,10439,0,7364,324007,0,0,0,331371,SERVICE-464EB54489D67635,Microsserviços que checar restritivos do cliente e Produto (/fini/v1/brai-srv-empf-restbloq),/fini/v1/brai-srv-empf-restbloq/restritivos@_@/fini/v1/brai-srv-empf-restbloq/restritivos,13026409Z1X24X0X1531317323X20260602104849Y0Y0.session,b1ba0446a0e44ae3484b893e3011f627,1780411024307,1,false,WebRequest,JAVA,0,false,false,true,vshell axway-apitraffic-*,vshell axway-apitraffic-* (axway-apitraffic-cff9b6b74-cwwlt),PROCESS_GROUP_INSTANCE-220C027C032583C3,false,1780411024307085000,1780411024638675000,331590,331590,10439,0,7364,324007,0,0,0,0,0,0,1,0,324647,200,true,0,PurePath,,
16701939Z1X59X0X257082562X20260602111355Y0Y0.session,PurePath,1780411023956067000,1780411024049029000,92962,92962,13040,0,7256,82784,0,0,0,90040,SERVICE-464EB54489D67635,Microsserviços que checar restritivos do cliente e Produto (/fini/v1/brai-srv-empf-restbloq),/fini/v1/brai-srv-empf-restbloq/restritivos@_@/fini/v1/brai-srv-empf-restbloq/restritivos,16701939Z1X59X0X257082562X20260602111355Y0Y0.session,6ca494a1a2924ea377e2c52b1bec79fc,1780411023956,1,false,WebRequest,JAVA,0,false,false,true,vshell axway-apitraffic-*,vshell axway-apitraffic-* (axway-apitraffic-cff9b6b74-hhrh6),PROCESS_GROUP_INSTANCE-CDE85785DC95E868,false,1780411023956067000,1780411024049029000,92962,92962,13040,0,7256,82784,0,0,0,0,0,0,1,0,83540,200,true,0,PurePath,,
71505382Z1X88X0X121520819X20260602113508Y0Y0.session,PurePath,1780411023805078000,1780411023884305000,79227,79227,10725,0,7300,71849,0,0,0,79149,SERVICE-464EB54489D67635,Microsserviços que checar restritivos do cliente e Produto (/fini/v1/brai-srv-empf-restbloq),/fini/v1/brai-srv-empf-restbloq/restritivos@_@/fini/v1/brai-srv-empf-restbloq/restritivos,71505382Z1X88X0X121520819X20260602113508Y0Y0.session,7f4ee3f5e010f5412663fcf387f855fe,1780411023805,2,false,WebRequest,JAVA,0,false,false,true,vshell axway-apitraffic-*,vshell axway-apitraffic-* (axway-apitraffic-cff9b6b74-zb2ph),PROCESS_GROUP_INSTANCE-7A4060CF400490E0,false,1780411023805078000,1780411023884305000,79227,79227,10725,0,7300,71849,0,0,0,0,0,0,1,0,72721,200,true,0,PurePath,,
16161508Z1X59X0X2577136631X20260602104343Y0Y0.session,PurePath,1780411023744178000,1780411023820911000,76733,76733,76755,0,35325,0,0,40663,0,76755,SERVICE-3125E179DD09277C,RestricaoBloqueioController /brai-srv-empf-restbloq - corp,checaRestritivos@_@/restritivos,16161508Z1X59X0X2577136631X20260602104343Y0Y0.session,f24191b434e1372d7aa92eb3007dc4a4,1780411023744,8,false,WebService,WEBSPHERE_LIBERTY,0,false,false,true,ws-server.jar brai-srv-empf-restbloq-*,ws-server.jar brai-srv-empf-restbloq-* (brai-srv-empf-restbloq-fb5854f44-84qvs),PROCESS_GROUP_INSTANCE-89B8C79D19ABBA8B,false,1780411023744178000,1780411023820911000,76733,76733,76755,0,35325,0,0,40663,0,0,0,2,1,7208,19522,200,true,2,PurePath,,
78612307Z1X31X0X2217206634X20260602110155Y0Y0.session,PurePath,1780411023601149000,1780411023682767000,81618,81618,81634,0,32598,24034,0,24832,0,81634,SERVICE-3125E179DD09277C,RestricaoBloqueioController /brai-srv-empf-restbloq - corp,checaRestritivos@_@/restritivos,78612307Z1X31X0X2217206634X20260602110155Y0Y0.session,40e56c866eda13e60cf745943746d6c7,1780411023601,2,false,WebService,WEBSPHERE_LIBERTY,0,false,false,true,ws-server.jar brai-srv-empf-restbloq-*,ws-server.jar brai-srv-empf-restbloq-* (brai-srv-empf-restbloq-fb5854f44-446sq),PROCESS_GROUP_INSTANCE-CED887F3C8978DA2,false,1780411023601149000,1780411023682767000,81618,81618,81634,0,32598,24034,0,24832,0,0,0,2,1,8733,25088,200,true,2,PurePath,,
29887742Z1X101X0X1887854273X20260602105825Y0Y0.session,PurePath,1780411023394072000,1780411023482638000,88566,88566,10418,0,7201,81284,0,0,0,88485,SERVICE-464EB54489D67635,Microsserviços que checar restritivos do cliente e Produto (/fini/v1/brai-srv-empf-restbloq),/fini/v1/brai-srv-empf-restbloq/restritivos@_@/fini/v1/brai-srv-empf-restbloq/restritivos,29887742Z1X101X0X1887854273X20260602105825Y0Y0.session,24b75c3ce1caed4025f65edb81a52dcb,1780411023394,2,false,WebRequest,JAVA,0,false,false,true,vshell axway-apitraffic-*,vshell axway-apitraffic-* (axway-apitraffic-cff9b6b74-xkmsg),PROCESS_GROUP_INSTANCE-EF3561D8562EA47D,false,1780411023394072000,1780411023482638000,88566,88566,10418,0,7201,81284,0,0,0,0,0,0,1,0,82101,200,true,0,PurePath,,
17987194Z1X110X0X190425713X20260602113316Y0Y0.session,PurePath,1780411023333200000,1780411023420123000,86923,86923,86943,0,36469,0,0,31676,0,86943,SERVICE-3125E179DD09277C,RestricaoBloqueioController /brai-srv-empf-restbloq - corp,checaRestritivos@_@/restritivos,17987194Z1X110X0X190425713X20260602113316Y0Y0.session,27d3359975bef527274f9ea978b2aa5d,1780411023333,1,false,WebService,WEBSPHERE_LIBERTY,0,false,false,true,ws-server.jar brai-srv-empf-restbloq-*,ws-server.jar brai-srv-empf-restbloq-* (brai-srv-empf-restbloq-fb5854f44-wmsq9),PROCESS_GROUP_INSTANCE-07F9E5EC76EDD8C4,false,1780411023333200000,1780411023420123000,86923,86923,86943,0,36469,0,0,31676,0,0,0,2,1,6368,31994,200,true,2,PurePath,,
11194518Z1X30X0X1341257115X20260602111838Y0Y0.session,PurePath,1780411023280184000,1780411023375468000,95284,95284,95304,3047,39411,0,0,45361,0,95304,SERVICE-3125E179DD09277C,RestricaoBloqueioController /brai-srv-empf-restbloq - corp,checaRestritivos@_@/restritivos,11194518Z1X30X0X1341257115X20260602111838Y0Y0.session,6edaef7fef366b532f1e00d09e693449,1780411023280,2,false,WebService,WEBSPHERE_LIBERTY,0,false,false,true,ws-server.jar brai-srv-empf-restbloq-*,ws-server.jar brai-srv-empf-restbloq-* (brai-srv-empf-restbloq-fb5854f44-84qvs),PROCESS_GROUP_INSTANCE-89B8C79D19ABBA8B,false,1780411023280184000,1780411023375468000,95284,95284,95304,3047,39411,0,0,45361,0,0,0,2,1,6705,35101,200,true,2,PurePath,,
85148258Z1X93X0X2345035716X20260602104646Y0Y0.session,PurePath,1780411023269186000,1780411023365600000,96414,96414,96440,2890,34890,0,0,41434,0,96440,SERVICE-3125E179DD09277C,RestricaoBloqueioController /brai-srv-empf-restbloq - corp,checaRestritivos@_@/restritivos,85148258Z1X93X0X2345035716X20260602104646Y0Y0.session,f07d4ef08de00840e8a927f9faa32076,1780411023269,1,false,WebService,WEBSPHERE_LIBERTY,0,false,false,true,ws-server.jar brai-srv-empf-restbloq-*,ws-server.jar brai-srv-empf-restbloq-* (brai-srv-empf-restbloq-fb5854f44-wmsq9),PROCESS_GROUP_INSTANCE-07F9E5EC76EDD8C4,false,1780411023269186000,1780411023365600000,96414,96414,96440,2890,34890,0,0,41434,0,0,0,2,1,8707,29664,200,true,2,PurePath,,
43399838Z1X80X0X687201616X20260602112900Y0Y0.session,PurePath,1780411022963287000,1780411023033206000,69919,69919,56899,0,36149,16409,0,0,0,56899,SERVICE-3125E179DD09277C,RestricaoBloqueioController /brai-srv-empf-restbloq - corp,checaRestritivos@_@/restritivos,43399838Z1X80X0X687201616X20260602112900Y0Y0.session,6adeb122ff508d9e1b7d8e4f0b1abdf0,1780411022963,16,false,WebService,WEBSPHERE_LIBERTY,0,false,false,true,ws-server.jar brai-srv-empf-restbloq-*,ws-server.jar brai-srv-empf-restbloq-* (brai-srv-empf-restbloq-fb5854f44-br7rr),PROCESS_GROUP_INSTANCE-CD32EF9D406465C6,false,1780411022963287000,1780411023033206000,69919,69919,56899,0,36149,16409,0,0,0,0,0,2,1,6360,16307,200,true,2,PurePath,,
76541107Z1X67X0X3447683371X20260602104310Y0Y0.session,PurePath,1780411022952207000,1780411023037561000,85354,85354,85373,3600,36452,0,0,43767,0,85373,SERVICE-3125E179DD09277C,RestricaoBloqueioController /brai-srv-empf-restbloq - corp,checaRestritivos@_@/restritivos,76541107Z1X67X0X3447683371X20260602104310Y0Y0.session,00000000000000001dcba1be7dcb0a55,1780411022952,2,false,WebService,WEBSPHERE_LIBERTY,0,false,false,true,ws-server.jar brai-srv-empf-restbloq-*,ws-server.jar brai-srv-empf-restbloq-* (brai-srv-empf-restbloq-fb5854f44-r5c52),PROCESS_GROUP_INSTANCE-715A9E4EF292F76E,false,1780411022952207000,1780411023037561000,85354,85354,85373,3600,36452,0,0,43767,0,0,0,2,1,5584,27612,200,true,2,PurePath,,
35398004Z1X93X0X202750316X20260602111645Y0Y0.session,PurePath,1780411022799075000,1780411022885570000,86495,86495,10611,0,8105,78317,0,0,0,86422,SERVICE-464EB54489D67635,Microsserviços que checar restritivos do cliente e Produto (/fini/v1/brai-srv-empf-restbloq),/fini/v1/brai-srv-empf-restbloq/restritivos@_@/fini/v1/brai-srv-empf-restbloq/restritivos,35398004Z1X93X0X202750316X20260602111645Y0Y0.session,1a5072b76bbfacf5095d6f38f9afebb3,1780411022799,1,false,WebRequest,JAVA,0,false,false,true,vshell axway-apitraffic-*,vshell axway-apitraffic-* (axway-apitraffic-cff9b6b74-cwwlt),PROCESS_GROUP_INSTANCE-220C027C032583C3,false,1780411022799075000,1780411022885570000,86495,86495,10611,0,8105,78317,0,0,0,0,0,0,1,0,79089,200,true,0,PurePath,,
15286458Z1X67X0X3447683104X20260602104310Y0Y0.session,PurePath,1780411022761174000,1780411022837599000,76425,76425,63507,2984,37432,17664,0,5214,0,63507,SERVICE-3125E179DD09277C,RestricaoBloqueioController /brai-srv-empf-restbloq - corp,checaRestritivos@_@/restritivos,15286458Z1X67X0X3447683104X20260602104310Y0Y0.session,36defb8a9f8121653da33e361e40e601,1780411022761,1,false,WebService,WEBSPHERE_LIBERTY,0,false,false,true,ws-server.jar brai-srv-empf-restbloq-*,ws-server.jar brai-srv-empf-restbloq-* (brai-srv-empf-restbloq-fb5854f44-xppg6),PROCESS_GROUP_INSTANCE-CC6F93DA5E71C4DC,false,1780411022761174000,1780411022837599000,76425,76425,63507,2984,37432,17664,0,5214,0,0,0,2,1,7121,16695,200,true,2,PurePath,,
12956253Z1X31X0X224020108X20260602113207Y0Y0.session,PurePath,1780411022488091000,1780411022488131000,40,40,40,0,38,0,0,0,0,40,SERVICE-20454ECA2019DD09,Ping /brai-srv-empf-restbloq - corp,ping@_@,12956253Z1X31X0X224020108X20260602113207Y0Y0.session,71f3f4e468f026f7ac660bfae309b430,1780411022488,1,false,WebService,WEBSPHERE_LIBERTY,0,false,false,false,ws-server.jar brai-srv-empf-restbloq-*,ws-server.jar brai-srv-empf-restbloq-* (brai-srv-empf-restbloq-fb5854f44-84qvs),PROCESS_GROUP_INSTANCE-89B8C79D19ABBA8B,true,1780411022488091000,1780411022488131000,40,40,40,0,38,0,0,0,0,0,0,0,0,0,0,0,false,0,PurePath,,
11879491Z1X111X0X1747409223X20260602111522Y0Y0.session,PurePath,1780411022467185000,1780411022539671000,72486,72486,72505,4651,35039,0,0,10189,0,72505,SERVICE-3125E179DD09277C,RestricaoBloqueioController /brai-srv-empf-restbloq - corp,checaRestritivos@_@/restritivos,11879491Z1X111X0X1747409223X20260602111522Y0Y0.session,d527869df5c4bb5f324eae93b532e944,1780411022467,1,false,WebService,WEBSPHERE_LIBERTY,0,false,false,true,ws-server.jar brai-srv-empf-restbloq-*,ws-server.jar brai-srv-empf-restbloq-* (brai-srv-empf-restbloq-fb5854f44-wmsq9),PROCESS_GROUP_INSTANCE-07F9E5EC76EDD8C4,false,1780411022467185000,1780411022539671000,72486,72486,72505,4651,35039,0,0,10189,0,0,0,2,1,8352,10463,200,true,3,PurePath,,
15372863Z1X31X0X2217206005X20260602110155Y0Y0.session,PurePath,1780411022259579000,1780411022339446000,79867,79867,79886,3568,37559,0,0,0,0,79886,SERVICE-3125E179DD09277C,RestricaoBloqueioController /brai-srv-empf-restbloq - corp,checaRestritivos@_@/restritivos,15372863Z1X31X0X2217206005X20260602110155Y0Y0.session,2dd8995ec51b473fd5f3a0f049df7bf9,1780411022259,1,false,WebService,WEBSPHERE_LIBERTY,0,false,false,true,ws-server.jar brai-srv-empf-restbloq-*,ws-server.jar brai-srv-empf-restbloq-* (brai-srv-empf-restbloq-fb5854f44-wmsq9),PROCESS_GROUP_INSTANCE-07F9E5EC76EDD8C4,false,1780411022259579000,1780411022339446000,79867,79867,79886,3568,37559,0,0,0,0,0,0,2,1,7961,14912,200,true,3,PurePath,,
17497084Z1X111X0X188680591X20260602104526Y0Y0.session,PurePath,1780411022240048000,1780411022240092000,44,44,44,0,42,0,0,0,0,44,SERVICE-20454ECA2019DD09,Ping /brai-srv-empf-restbloq - corp,ping@_@,17497084Z1X111X0X188680591X20260602104526Y0Y0.session,e9a7f7c4d3bda238080acc5e32d1d176,1780411022240,1,false,WebService,WEBSPHERE_LIBERTY,0,false,false,false,ws-server.jar brai-srv-empf-restbloq-*,ws-server.jar brai-srv-empf-restbloq-* (brai-srv-empf-restbloq-fb5854f44-xppg6),PROCESS_GROUP_INSTANCE-CC6F93DA5E71C4DC,true,1780411022240048000,1780411022240092000,44,44,44,0,42,0,0,0,0,0,0,0,0,0,0,0,false,0,PurePath,,
10265181Z1X80X0X137843212X20260602112900Y0Y0.session,PurePath,1780411021895193000,1780411021985764000,90571,90571,90590,3534,40661,0,0,17115,0,90590,SERVICE-3125E179DD09277C,RestricaoBloqueioController /brai-srv-empf-restbloq - corp,checaRestritivos@_@/restritivos,10265181Z1X80X0X137843212X20260602112900Y0Y0.session,3a265ffee1b1a75b09ea58b968fd17ec,1780411021895,1,false,WebService,WEBSPHERE_LIBERTY,0,false,false,true,ws-server.jar brai-srv-empf-restbloq-*,ws-server.jar brai-srv-empf-restbloq-* (brai-srv-empf-restbloq-fb5854f44-rvcbz),PROCESS_GROUP_INSTANCE-6253C8785CC754B9,false,1780411021895193000,1780411021985764000,90571,90571,90590,3534,40661,0,0,17115,0,0,0,2,1,8076,29748,200,true,2,PurePath,,
17948044Z1X80X0X2229263521X20260602105826Y0Y0.session,PurePath,1780411021834208000,1780411021932372000,98164,98164,98191,0,37127,0,0,29787,0,98191,SERVICE-3125E179DD09277C,RestricaoBloqueioController /brai-srv-empf-restbloq - corp,checaRestritivos@_@/restritivos,17948044Z1X80X0X2229263521X20260602105826Y0Y0.session,ea39d412a9dfee3ea3eb515464984c09,1780411021834,2,false,WebService,WEBSPHERE_LIBERTY,0,false,false,true,ws-server.jar brai-srv-empf-restbloq-*,ws-server.jar brai-srv-empf-restbloq-* (brai-srv-empf-restbloq-fb5854f44-xhlqj),PROCESS_GROUP_INSTANCE-8FA982CA227ACAE8,false,1780411021834208000,1780411021932372000,98164,98164,98191,0,37127,0,0,29787,0,0,0,2,1,7399,30271,200,true,2,PurePath,,
12420879Z1X107X0X2352997659X20260602105202Y0Y0.session,PurePath,1780411021672090000,1780411021761413000,89323,89323,12034,0,8786,80222,0,0,0,89008,SERVICE-464EB54489D67635,Microsserviços que checar restritivos do cliente e Produto (/fini/v1/brai-srv-empf-restbloq),/fini/v1/brai-srv-empf-restbloq/restritivos@_@/fini/v1/brai-srv-empf-restbloq/restritivos,12420879Z1X107X0X2352997659X20260602105202Y0Y0.session,1abcd9b1ad9a36524c7f2adaba568bce,1780411021672,2,false,WebRequest,JAVA,0,false,false,true,vshell axway-apitraffic-*,vshell axway-apitraffic-* (axway-apitraffic-cff9b6b74-cwwlt),PROCESS_GROUP_INSTANCE-220C027C032583C3,false,1780411021672090000,1780411021761413000,89323,89323,12034,0,8786,80222,0,0,0,0,0,0,1,0,80950,200,true,0,PurePath,,
18060063Z1X72X0X71089046X20260602113159Y0Y0.session,PurePath,1780411021634215000,1780411021937598000,303383,303383,303383,4354,8181,0,0,289038,0,303383,SERVICE-3125E179DD09277C,RestricaoBloqueioController /brai-srv-empf-restbloq - corp,consultaCpfRfb@_@/consultaCpfRfb/<masked>,18060063Z1X72X0X71089046X20260602113159Y0Y0.session,5cac32ca4ea78d0d56fefeca9fec91d4,1780411021634,1,false,WebService,WEBSPHERE_LIBERTY,0,false,false,true,ws-server.jar brai-srv-empf-restbloq-*,ws-server.jar brai-srv-empf-restbloq-* (brai-srv-empf-restbloq-fb5854f44-84qvs),PROCESS_GROUP_INSTANCE-89B8C79D19ABBA8B,false,1780411021634215000,1780411021937598000,303383,303383,303383,4354,8181,0,0,289038,0,0,0,0,1,0,293802,200,true,2,PurePath,,
87933893Z1X26X0X53027634X20260602113327Y0Y0.session,PurePath,1780411021528236000,1780411021628628000,100392,100392,100415,3382,42264,0,0,54473,0,100415,SERVICE-3125E179DD09277C,RestricaoBloqueioController /brai-srv-empf-restbloq - corp,checaRestritivos@_@/restritivos,87933893Z1X26X0X53027634X20260602113327Y0Y0.session,927789d8e39bb582c77514465c633531,1780411021528,1,false,WebService,WEBSPHERE_LIBERTY,0,false,false,true,ws-server.jar brai-srv-empf-restbloq-*,ws-server.jar brai-srv-empf-restbloq-* (brai-srv-empf-restbloq-fb5854f44-xhlqj),PROCESS_GROUP_INSTANCE-8FA982CA227ACAE8,false,1780411021528236000,1780411021628628000,100392,100392,100415,3382,42264,0,0,54473,0,0,0,2,1,8637,35517,200,true,2,PurePath,,
11486728Z1X16X0X2092913677X20260602110538Y0Y0.session,PurePath,1780411021449238000,1780411021544960000,95722,95722,95783,3023,33371,0,0,59149,0,95783,SERVICE-3125E179DD09277C,RestricaoBloqueioController /brai-srv-empf-restbloq - corp,checaRestritivos@_@/restritivos,11486728Z1X16X0X2092913677X20260602110538Y0Y0.session,96f1c371d2badeec2e83a9e7e336f756,1780411021449,2,false,WebService,WEBSPHERE_LIBERTY,0,false,false,true,ws-server.jar brai-srv-empf-restbloq-*,ws-server.jar brai-srv-empf-restbloq-* (brai-srv-empf-restbloq-fb5854f44-446sq),PROCESS_GROUP_INSTANCE-CED887F3C8978DA2,false,1780411021449238000,1780411021544960000,95722,95722,95783,3023,33371,0,0,59149,0,0,0,2,1,6284,40816,200,true,2,PurePath,,
53137390Z1X93X0X202749864X20260602111645Y0Y0.session,PurePath,1780411021402062000,1780411022172252000,770190,770190,11701,0,7785,762119,0,0,0,769904,SERVICE-464EB54489D67635,Microsserviços que checar restritivos do cliente e Produto (/fini/v1/brai-srv-empf-restbloq),/fini/v1/brai-srv-empf-restbloq/restritivos@_@/fini/v1/brai-srv-empf-restbloq/restritivos,53137390Z1X93X0X202749864X20260602111645Y0Y0.session,1ded929b2320914c80e3331f2c527771,1780411021402,1,false,WebRequest,JAVA,0,false,false,true,vshell axway-apitraffic-*,vshell axway-apitraffic-* (axway-apitraffic-cff9b6b74-vswlx),PROCESS_GROUP_INSTANCE-4864C90FBC8594A3,false,1780411021402062000,1780411022172252000,770190,770190,11701,0,7785,762119,0,0,0,0,0,0,1,0,762912,200,true,0,PurePath,,
10245568Z1X26X0X1810578813X20260602110325Y0Y0.session,PurePath,1780411021070198000,1780411021164755000,94557,94557,94575,9472,34773,30982,0,19011,0,94575,SERVICE-3125E179DD09277C,RestricaoBloqueioController /brai-srv-empf-restbloq - corp,checaRestritivos@_@/restritivos,10245568Z1X26X0X1810578813X20260602110325Y0Y0.session,0000000000000000e072e8187be8b6d8,1780411021070,2,false,WebService,WEBSPHERE_LIBERTY,0,false,false,true,ws-server.jar brai-srv-empf-restbloq-*,ws-server.jar brai-srv-empf-restbloq-* (brai-srv-empf-restbloq-fb5854f44-r5c52),PROCESS_GROUP_INSTANCE-715A9E4EF292F76E,false,1780411021070198000,1780411021164755000,94557,94557,94575,9472,34773,30982,0,19011,0,0,0,2,1,8033,18782,200,true,2,PurePath,,
20215741Z1X67X0X177180917X20260602111335Y0Y0.session,PurePath,1780411021020079000,1780411021104667000,84588,84588,10323,0,7780,76680,0,0,0,84460,SERVICE-464EB54489D67635,Microsserviços que checar restritivos do cliente e Produto (/fini/v1/brai-srv-empf-restbloq),/fini/v1/brai-srv-empf-restbloq/restritivos@_@/fini/v1/brai-srv-empf-restbloq/restritivos,20215741Z1X67X0X177180917X20260602111335Y0Y0.session,cf0647299f1e3fab4c7e442ea438592a,1780411021020,1,false,WebRequest,JAVA,0,false,false,true,vshell axway-apitraffic-*,vshell axway-apitraffic-* (axway-apitraffic-cff9b6b74-xkmsg),PROCESS_GROUP_INSTANCE-EF3561D8562EA47D,false,1780411021020079000,1780411021104667000,84588,84588,10323,0,7780,76680,0,0,0,0,0,0,1,0,77518,200,true,0,PurePath,,
69539059Z1X61X0X2994946129X20260602104305Y0Y0.session,PurePath,1780411021007193000,1780411021081531000,74338,74338,64706,4567,38308,0,0,21696,0,64706,SERVICE-3125E179DD09277C,RestricaoBloqueioController /brai-srv-empf-restbloq - corp,checaRestritivos@_@/restritivos,69539059Z1X61X0X2994946129X20260602104305Y0Y0.session,b9d8c73863c17ab2057714d8fb730935,1780411021007,1,false,WebService,WEBSPHERE_LIBERTY,0,false,false,true,ws-server.jar brai-srv-empf-restbloq-*,ws-server.jar brai-srv-empf-restbloq-* (brai-srv-empf-restbloq-fb5854f44-xppg6),PROCESS_GROUP_INSTANCE-CC6F93DA5E71C4DC,false,1780411021007193000,1780411021081531000,74338,74338,64706,4567,38308,0,0,21696,0,0,0,2,1,6691,12789,200,true,2,PurePath,,
18362524Z1X35X0X2201363520X20260602104646Y0Y0.session,PurePath,1780411020578092000,1780411020663527000,85435,85435,17160,0,9035,39175,0,0,0,48210,SERVICE-464EB54489D67635,Microsserviços que checar restritivos do cliente e Produto (/fini/v1/brai-srv-empf-restbloq),/fini/v1/brai-srv-empf-restbloq/restritivos@_@/fini/v1/brai-srv-empf-restbloq/restritivos,18362524Z1X35X0X2201363520X20260602104646Y0Y0.session,618c393e72a4c7a85bcbbf005d11abf9,1780411020578,2,false,WebRequest,JAVA,0,false,false,true,vshell axway-apitraffic-*,vshell axway-apitraffic-* (axway-apitraffic-cff9b6b74-d4nts),PROCESS_GROUP_INSTANCE-32685D5E42E3335F,false,1780411020578092000,1780411020663527000,85435,85435,17160,0,9035,39175,0,0,0,0,0,0,1,0,78350,200,true,0,PurePath,,
14869278Z1X35X0X2992137372X20260602104646Y0Y0.session,PurePath,1780411020452233000,1780411020545255000,93022,93022,93049,6185,52069,0,0,0,0,93049,SERVICE-3125E179DD09277C,RestricaoBloqueioController /brai-srv-empf-restbloq - corp,checaRestritivos@_@/restritivos,14869278Z1X35X0X2992137372X20260602104646Y0Y0.session,4afcad0aa7b86bc2fef185ed60392241,1780411020452,1,false,WebService,WEBSPHERE_LIBERTY,0,false,false,true,ws-server.jar brai-srv-empf-restbloq-*,ws-server.jar brai-srv-empf-restbloq-* (brai-srv-empf-restbloq-fb5854f44-84qvs),PROCESS_GROUP_INSTANCE-89B8C79D19ABBA8B,false,1780411020452233000,1780411020545255000,93022,93022,93049,6185,52069,0,0,0,0,0,0,2,1,7638,17311,200,true,2,PurePath,,
10460963Z1X67X0X3447682838X20260602104310Y0Y0.session,PurePath,1780411020360162000,1780411020459311000,99149,99149,99172,2939,43399,0,0,32747,0,99172,SERVICE-3125E179DD09277C,RestricaoBloqueioController /brai-srv-empf-restbloq - corp,checaRestritivos@_@/restritivos,10460963Z1X67X0X3447682838X20260602104310Y0Y0.session,0e14311e09d0dc08efa53990a602f7cd,1780411020360,1,false,WebService,WEBSPHERE_LIBERTY,0,false,false,true,ws-server.jar brai-srv-empf-restbloq-*,ws-server.jar brai-srv-empf-restbloq-* (brai-srv-empf-restbloq-fb5854f44-wmsq9),PROCESS_GROUP_INSTANCE-07F9E5EC76EDD8C4,false,1780411020360162000,1780411020459311000,99149,99149,99172,2939,43399,0,0,32747,0,0,0,2,1,7117,33040,200,true,2,PurePath,,
25780527Z1X1X0X6809561X20260602113208Y0Y0.session,PurePath,1780411020266248000,1780411020333067000,66819,66819,66836,0,33905,0,0,22207,0,66836,SERVICE-3125E179DD09277C,RestricaoBloqueioController /brai-srv-empf-restbloq - corp,checaRestritivos@_@/restritivos,25780527Z1X1X0X6809561X20260602113208Y0Y0.session,424907c849d01b5e6e1cbec04e60ee21,1780411020266,1,false,WebService,WEBSPHERE_LIBERTY,0,false,false,true,ws-server.jar brai-srv-empf-restbloq-*,ws-server.jar brai-srv-empf-restbloq-* (brai-srv-empf-restbloq-fb5854f44-wmsq9),PROCESS_GROUP_INSTANCE-07F9E5EC76EDD8C4,false,1780411020266248000,1780411020333067000,66819,66819,66836,0,33905,0,0,22207,0,0,0,2,1,7370,10184,200,true,3,PurePath,,
89582868Z1X24X0X838583428X20260602111841Y0Y0.session,PurePath,1780411020266211000,1780411020341563000,75352,75352,75378,0,37153,0,0,13411,0,75378,SERVICE-3125E179DD09277C,RestricaoBloqueioController /brai-srv-empf-restbloq - corp,checaRestritivos@_@/restritivos,89582868Z1X24X0X838583428X20260602111841Y0Y0.session,847ee849188d0f5b14c4650dffdeebcf,1780411020266,1,false,WebService,WEBSPHERE_LIBERTY,0,false,false,true,ws-server.jar brai-srv-empf-restbloq-*,ws-server.jar brai-srv-empf-restbloq-* (brai-srv-empf-restbloq-fb5854f44-xhlqj),PROCESS_GROUP_INSTANCE-8FA982CA227ACAE8,false,1780411020266211000,1780411020341563000,75352,75352,75378,0,37153,0,0,13411,0,0,0,2,1,8995,13923,200,true,3,PurePath,,
